isic_id,source_collection,label,vignette_present,ruler_present,hair_present,color_cast_present,p_malig__original,p_malig__no_vignette,p_malig__no_ruler,p_malig__no_hair,p_malig__no_colorcast,p_malig__all_removed
ISIC_0070152,249,1,0,0,1,1,0.932667,0.932667,0.932667,0.907337,0.887555,0.883912
ISIC_0070237,249,1,0,0,1,0,0.452634,0.452634,0.452634,0.48726,0.814392,0.719382
ISIC_0065923,249,1,0,0,1,0,0.725912,0.725912,0.725912,0.631029,0.796557,0.751612
ISIC_0053939,249,1,1,0,1,0,0.937955,0.944777,0.937955,0.888842,0.93333,0.909668
ISIC_0064625,249,1,0,0,1,1,0.906746,0.906746,0.906746,0.802065,0.940599,0.824332
ISIC_0068731,249,1,0,0,0,0,0.926714,0.926714,0.926714,0.926714,0.886173,0.886173
ISIC_0063660,249,1,0,0,0,1,0.764869,0.764869,0.764869,0.764869,0.858578,0.858578
ISIC_0073246,249,1,0,0,0,0,0.919613,0.919613,0.919613,0.919613,0.865641,0.865641
ISIC_0068231,249,1,0,0,1,1,0.787698,0.787698,0.787698,0.468092,0.823485,0.866154
ISIC_0071147,249,1,0,0,0,1,0.556728,0.556728,0.556728,0.556728,0.861237,0.861237
ISIC_0068963,249,1,0,0,0,0,0.647778,0.647778,0.647778,0.647778,0.547582,0.547582
ISIC_0055465,249,1,1,0,1,0,0.896365,0.914145,0.896365,0.699272,0.904234,0.740303
ISIC_0066940,249,1,0,0,1,0,0.940037,0.940037,0.940037,0.892218,0.955287,0.922022
ISIC_0053719,249,1,1,0,1,0,0.873645,0.876289,0.873645,0.707629,0.738737,0.644546
ISIC_0054353,249,1,0,0,1,0,0.641538,0.641538,0.641538,0.612391,0.647201,0.685913
ISIC_0059160,249,1,0,0,1,1,0.765331,0.765331,0.765331,0.742005,0.773141,0.730005
ISIC_0071035,249,1,0,0,0,1,0.628487,0.628487,0.628487,0.628487,0.706598,0.706598
ISIC_0067335,249,1,1,0,1,0,0.837336,0.829496,0.837336,0.671839,0.638439,0.486442
ISIC_0059785,249,1,1,0,0,1,0.488883,0.506631,0.488883,0.488883,0.453696,0.356055
ISIC_0062762,249,1,0,0,1,0,0.853577,0.853577,0.853577,0.779583,0.875552,0.84349
ISIC_0072104,249,1,0,0,1,1,0.820914,0.820914,0.820914,0.882224,0.915829,0.896601
ISIC_0061279,249,1,1,0,1,0,0.888315,0.886801,0.888315,0.74776,0.704427,0.736173
ISIC_0054563,249,1,0,0,0,1,0.481634,0.481634,0.481634,0.481634,0.88148,0.88148
ISIC_0059724,249,1,0,0,1,1,0.888004,0.888004,0.888004,0.557957,0.862884,0.616026
ISIC_0054970,249,1,1,0,1,0,0.963386,0.955547,0.963386,0.698672,0.723092,0.66163
ISIC_0056972,249,1,0,0,1,0,0.620505,0.620505,0.620505,0.525419,0.815837,0.72111
ISIC_0072292,249,1,1,0,1,1,0.40017,0.403497,0.40017,0.683934,0.581763,0.787314
ISIC_0063819,249,1,0,0,1,1,0.859982,0.859982,0.859982,0.808653,0.854291,0.841623
ISIC_0072382,249,1,0,1,1,1,0.766089,0.766089,0.771448,0.862776,0.77835,0.875798
ISIC_0066761,249,1,1,1,1,1,0.937742,0.932137,0.939011,0.66753,0.898858,0.739969
